User_Feedback,Sentiment,FileName
truly truly bad film,0,imdb_labelled
acting terrible writing worse,0,imdb_labelled
possible way movie could redeemed would mst k fodder,0,imdb_labelled
paid much,0,imdb_labelled
also real treat see anthony quinn playing crazy horse,1,imdb_labelled
boring,0,imdb_labelled
plot whatsoever,0,imdb_labelled
plot,0,imdb_labelled
horrible,0,imdb_labelled
worst hour half lifeoh gosh,0,imdb_labelled
walk theatre minute get relief,0,imdb_labelled
hate movie like,0,imdb_labelled
yeah movie pretty much sucked,0,imdb_labelled
plot storyline,0,imdb_labelled
go see movie bring pillow girlfriendboyfriend keep occupied,0,imdb_labelled
awful,0,imdb_labelled
dont think ive ever gone movie disliked much,0,imdb_labelled
good thing ticket cost five dollar would mad id paid see crap,0,imdb_labelled
nobody identifies character theyre cardboard cutout stereotype predictably reversestereotypes,0,imdb_labelled
bad film bad writing good actorsan ugly cartoon crafted paul haggis people cant handle anything bold stroke storytellinga picture painted crayon,0,imdb_labelled
crash depressing little nothing provokes emotion teach nothing already know racism prejudice bad thing,0,imdb_labelled
still like movie empowerment woman there enough movie like one,1,imdb_labelled
brain attempt shutdown part primal impulse selfpreservation,0,imdb_labelled
left shattered experience watching film took good two hour fully recover,0,imdb_labelled
movie join revenge boogeyman zombiez part hellish trinity horror film,0,imdb_labelled
certainly mean distinction good way,0,imdb_labelled
mean terrible way,0,imdb_labelled
film redeeming feature,0,imdb_labelled
everything appalling,0,imdb_labelled
artless camerawork endlessly present u ugliest setting imaginable ie,0,imdb_labelled
story beyond stupid,0,imdb_labelled
script isâwas script,0,imdb_labelled
kid annoying,0,imdb_labelled
lead man charismafree,0,imdb_labelled
utterly without merit level akin torture,0,imdb_labelled
ill even say â torture,0,imdb_labelled
maybe would reasonable explanation atrocity,0,imdb_labelled
pleasant voyage selfdiscovery,0,imdb_labelled
highly unrecommended,0,imdb_labelled
premise sound stupid thats,0,imdb_labelled
yes bad,0,imdb_labelled
nothing recommend,0,imdb_labelled
excellent performance m,1,imdb_labelled
garbo showed right bat talent could carry silent era wanted see silent work netflix doesnt seem stocking,1,imdb_labelled
also great see renowned silent screenwriter france marion hasnt missed step going silent sound,1,imdb_labelled
movie suffered writing needed suspense,0,imdb_labelled
many close ups,0,imdb_labelled
movie seemed drag hero didnt really work freedom,0,imdb_labelled
movie definitely average rent,0,imdb_labelled
youll love,1,imdb_labelled
movie bad,0,imdb_labelled
bad,0,imdb_labelled
film way long,0,imdb_labelled
definitely one bad one,0,imdb_labelled
movie received great quality film age,1,imdb_labelled
john wayne incredible job young movie industry,1,imdb_labelled
screen presence shined thought even though senior actor screen,1,imdb_labelled
think must see older john wayne film,1,imdb_labelled
really dont see anyone could enjoy movie,0,imdb_labelled
dont think ive ever seen movie half boring selfindulgent piece junk,0,imdb_labelled
probably would better director hadnt spent movie showcasing art work really isnt noteworthy,0,imdb_labelled
another thing didnt really like character got punched face gallon blood would spew forth soon,0,imdb_labelled
jamie foxx absolutely ray charles,1,imdb_labelled
performance simply genius,1,imdb_labelled
owns film spacek owned coal miner daughter quaid owned great ball fire,1,imdb_labelled
fact hard remember part ray charles acted played man,1,imdb_labelled
ray charles legendary,1,imdb_labelled
ray charles life provided excellent biographical material film go well beyond another movie musician,1,imdb_labelled
hitchcock great director,1,imdb_labelled
ironically mostly find film total waste time watch,0,imdb_labelled
secondly hitchcock pretty much perfected thriller chase movie,1,imdb_labelled
pandering audience sabotage film,0,imdb_labelled
hence whole story lack certain energy,0,imdb_labelled
plot simply rumble like machine desperately depending addition new scene,0,imdb_labelled
usual hitchcock logic flaw,0,imdb_labelled
mishima extremely uninteresting,0,imdb_labelled
chilly unremarkable movie author livingworking chilly abstruse culture,0,imdb_labelled
flat reenactment dont hold attention emotionally adrift stagy,0,imdb_labelled
rest sits awful soldier singing song masculinity pledge hairsplitting purity admiration sword etc,0,imdb_labelled
bore piece kill momentum movie quicker anyone else,0,imdb_labelled
schrader made resume full lousy amateurish film,0,imdb_labelled
first watched movie loved,1,imdb_labelled
totally fascinated music dancing everything,1,imdb_labelled
however recently watched whole thing dvd completely struck extremely stupid storyline contained hole inconsistency frankly whole lot crap horrid dancing,0,imdb_labelled
mean realistic world would never gotten ballet repertory whole thing quite pathetic,0,imdb_labelled
character development also lacked depth,0,imdb_labelled
woa talk awful,0,imdb_labelled
waste time,0,imdb_labelled
horrible,0,imdb_labelled
worst sappiest dialogue could go,0,imdb_labelled
really made unwatchable direction,0,imdb_labelled
poor actor,0,imdb_labelled
cant even tell talent pathetic line speak director gave action,0,imdb_labelled
check director filmography site see film didnt chance,0,imdb_labelled
would even good made tv flick,0,imdb_labelled
good intention made film great film might one greatest film ever made,1,imdb_labelled
film great actor master director significant themeat least wouldbe significant theme undertone fifty existential worldweariness aerial scene ought thrilled sens imagination character one might deeply care,1,imdb_labelled
regrettably film fails,0,imdb_labelled
movie lack visual interest drama expression feeling celebration patriotism underline narrative,0,imdb_labelled
actress worse used june allison movie,0,imdb_labelled
yet enjoy watching,1,imdb_labelled
unfortunately bad movie plain bad,0,imdb_labelled
bad script bad direction horrible acting make one plain bad,0,imdb_labelled
dialogue sucked,0,imdb_labelled
cinematographyif called thatsucked,0,imdb_labelled
soundtrack sucked,0,imdb_labelled
acting sucked,0,imdb_labelled
concert sequence sucked,0,imdb_labelled
nice,1,imdb_labelled
funny,1,imdb_labelled
funny,1,imdb_labelled
overall movie cheap trash,0,imdb_labelled
movie funny considering ridiculousness,0,imdb_labelled
came feeling angry,0,imdb_labelled
spoiler whatever else cant said surface superbly crafted,1,imdb_labelled
cinematography simply stunning say least fx nothing stateoftheart,1,imdb_labelled
conceptually show offer little bit everything everybody parent kid fantasy andor fx fan,1,imdb_labelled
wasnt single sour note struck actingwise either surprisingly solid casting,1,imdb_labelled
thing considered job well done,1,imdb_labelled
thanks good movie like done released,1,imdb_labelled
one best mexican movie ever one le understood even mexican matter identified felt,1,imdb_labelled
rank highly great noircrimedrama incredible performance belmondo lino ventura,1,imdb_labelled
attention given every character complex psychological portrayal detailing loyalty treachery love hope tremendous,1,imdb_labelled
excellent drama excellent thriller excellent film,1,imdb_labelled
best melville,1,imdb_labelled
everything film simply incredible,1,imdb_labelled
truly take journey eye soul child,1,imdb_labelled
black water thriller manages completely transcend limitation indie flick continually subverting expectation emerge intense experience,1,imdb_labelled
performance real gripping crocdodile extremely well done indeed black water website believed thats used real crocs swamp location fabulous,1,imdb_labelled
thoroughly enjoyed christopher eccleston took control tardis continuation series,1,imdb_labelled
im sure trying film,0,imdb_labelled
turn good day feeling night disturbing memory guess succeeded,0,imdb_labelled
lot beautiful place,1,imdb_labelled
forced like everything movie,0,imdb_labelled
lame,0,imdb_labelled
here movie really pied,0,imdb_labelled
dont even get started jerky camerawork,0,imdb_labelled
saw theater thought going sick,0,imdb_labelled
summary witticism werent witty,0,imdb_labelled
plot well said id let one go,0,imdb_labelled
acting bad,0,imdb_labelled
really bad,0,imdb_labelled
even billy bob couldnt rise script worse,0,imdb_labelled
camerawork bad,0,imdb_labelled
rating,0,imdb_labelled
amazing finale possibly best trilogy time,1,imdb_labelled
kieslowski never cease amaze,1,imdb_labelled
one favourite director one talented director history cinema,1,imdb_labelled
use colour french flag three film nothing short incredible every shot every scene like work art,1,imdb_labelled
three visually appealing movie ive ever seen,1,imdb_labelled
subtle connection three film awesome,1,imdb_labelled
mention huge spoiler loved ending character three film remaining survivor ferry disaster valentine young judge together old man watching tv solidifying happiness suffering dealt many year,1,imdb_labelled
couldnt think better way end film smile face great way wrap amazing film trilogy,1,imdb_labelled
recommend everyone love film movie anythinga work art,1,imdb_labelled
movie trilogy,1,imdb_labelled
literally vomited watching film,0,imdb_labelled
think one people found another one roth pearl,1,imdb_labelled
performance awarded stunning,1,imdb_labelled
story told eloquently francis ford coppola year earlier really unfolds gradually leaf room character develop,1,imdb_labelled
wonderful location lie story contrast,1,imdb_labelled
beautiful directed film nicolas roeg wih sublime cast,1,imdb_labelled
im translating movie living first movie year working experience found offensive intelligence,0,imdb_labelled
someone strives greatness poetry delivers muddled often ridiculous story bunch disparate scene pretentious dialogue get worst kind movie reviewer accurately defined pretentious crap,0,imdb_labelled
find movie intelligent even masterful say intelligence imagination obviously used try make sense pitiful attempt human nature try make sense thing,0,imdb_labelled
one thing tolerate political incorrectness well im artistic freedom suspension disbelief slavic female character much,0,imdb_labelled
fun funny movie,1,imdb_labelled
highly entertaining angle,1,imdb_labelled
feature outlandish array memorable psychotic lovable nut,1,imdb_labelled
enjoyment get see run around play game dangerous,1,imdb_labelled
even sweet moment,1,imdb_labelled
telephone repair man really funny reaction nut bitchy bos truly genuine,1,imdb_labelled
character film tremendously well played,1,imdb_labelled
really find funny,1,imdb_labelled
actually smart movie,1,imdb_labelled
brilliant twist ending,1,imdb_labelled
love,1,imdb_labelled
ending perfect youll shed tear,1,imdb_labelled
thrilled seeing movie like,1,imdb_labelled
never forget,1,imdb_labelled
cult cult classic,1,imdb_labelled
depth character man underneath,0,imdb_labelled
malta setting dry barren dialogue,0,imdb_labelled
movie terrible,0,imdb_labelled
hockey scene terrible defensemen playing like theyre year old goalie diving shot foot wide net etc,0,imdb_labelled
havent seen dont waste time,0,imdb_labelled
call movie drama ridiculous,0,imdb_labelled
started watching didnt believe character,0,imdb_labelled
particular relationship bakery assistant waitress didnt work,0,imdb_labelled
superficial movie gave feeling watching play rather film,0,imdb_labelled
character stagey storyline lot like stage farce,0,imdb_labelled
time pyromaniac waylaid assistant bored didnt care happened next switched,0,imdb_labelled
glad didnt pay see,0,imdb_labelled
didnt laugh even smile,0,imdb_labelled
wasnt anything one big yawn,0,imdb_labelled
really good show watch,1,imdb_labelled
educational child year old,1,imdb_labelled
barney definitely super de duper,1,imdb_labelled
pretty funny,1,imdb_labelled
babie bop cute,1,imdb_labelled
kid cool,1,imdb_labelled
storm trooper even bad enough make list wonderfully terrible movie,0,imdb_labelled
lame,0,imdb_labelled
guy said he better dialogue potted plant right,0,imdb_labelled
everything movie stupid,0,imdb_labelled
even love bad movie watch movie,0,imdb_labelled
shameful,0,imdb_labelled
would give television series plus could,1,imdb_labelled
writer smack think best actor actress bonus showthese character real,1,imdb_labelled
must say taped episode find watching,1,imdb_labelled
know gave,1,imdb_labelled
dont know exactly movie latched endearing movie become special part family memory,1,imdb_labelled
totally absolutely recommend movie anyone like good wholesome family movie exactly,1,imdb_labelled
thing four kid get absolutely hilarious watch,1,imdb_labelled
one best movie show strong sibling bond,1,imdb_labelled
much interesting action suspense le unneeded controversy,1,imdb_labelled
everything acting cinematography solid,1,imdb_labelled
definitely worth checking,1,imdb_labelled
damian talented versatile many way writing portraying different character screen,1,imdb_labelled
movie cutting edge,1,imdb_labelled
pleased know modern day genius letting passion art drive taking u audience,1,imdb_labelled
new character werent memorable found forgetting,0,imdb_labelled
felt though going ireland absolutely nothing whatsoever,0,imdb_labelled
didnt make scared horrified make sympathetic towards character simply annoying,0,imdb_labelled
jerky camera movement also annoying,0,imdb_labelled
plot pretty much every cheap horror,0,imdb_labelled
pathetic attempt give character depth didnt really work rest plot,0,imdb_labelled
guess supposed clever twist shed light situation stupid,0,imdb_labelled
see probably leave shelf,0,imdb_labelled
elia koteasjack palance play good role angelina hot get nakedbilly drago appears cool usual cameo sven ole thorsen help make enjoyable movie good acting decent budget,1,imdb_labelled
awesome movie bought ebay,1,imdb_labelled
really loved story line poler bear kinda cutebut anyone question fort steele ask away,1,imdb_labelled
totally unfunny movie top pathetic unrealistic throughout whole minute utter torture probably looked watch time,0,imdb_labelled
lucy bell much higher crap sink low quite depressing,0,imdb_labelled
movie make sick watching slacker make excuse stupid action minute,0,imdb_labelled
god never get minute back,0,imdb_labelled
think wonderful part literally full wonder excerpt work,1,imdb_labelled
set especially designed work camera amazingstylized beautiful effective,1,imdb_labelled
could used exemplar set designer,1,imdb_labelled
story powerful exploration nature man art,1,imdb_labelled
watching film wanted learn work artist,1,imdb_labelled
highly recommend movie anyone interested art poetry theater politics japanese history,1,imdb_labelled
wind lion see wonderful rendering america imperial age,1,imdb_labelled
make story different terrific production value faultless photography composition editing terrific casting underappreciated brian keith playing bully teddy vivid history,1,imdb_labelled
though wind lion told largely eye son every member family identify one character whether sean connerys noble brigand candace bergen feisty heroine john huston wily john hay steve kanalys spiffy radiant ruthless cando lieutenant roosevelt big stick,1,imdb_labelled
high adventure best,1,imdb_labelled
think robert ryans best film portrayed someone like father schizophrenic real lifemy father although never murdered anyone affected second world war made worse,1,imdb_labelled
humour get get day apt,1,imdb_labelled
mother brother thiswhen saw robert ryan portraying type man good imitation type individual impressed,1,imdb_labelled
almost song cover girl oldfashioned tuneful,0,imdb_labelled
annoying thing cover girl way rita hayworth put pedestal,0,imdb_labelled
unfortunately cover girl example hollywood used exploit woman financial gain,0,imdb_labelled
nonlinear narration thus many flashback every part articulated quite well,1,imdb_labelled
good cinematography also make monica bellucci look beautiful,1,imdb_labelled
good commentary today love undoubtedly film worth seeing,1,imdb_labelled
people first timer film making think excellent job,1,imdb_labelled
popular cinema good house good reaction plenty laugh,1,imdb_labelled
feelgood film thats felt came cinema,1,imdb_labelled
northern humour positive community represents,1,imdb_labelled
rather enjoyed,1,imdb_labelled
liked,1,imdb_labelled
couldnt take seriously,0,imdb_labelled
really created unique feeling though,1,imdb_labelled
vivian schilling excellent job script,1,imdb_labelled
world better garbage theatre today,1,imdb_labelled
role played well,1,imdb_labelled
screamy masculine right,1,imdb_labelled
camera really like movie,1,imdb_labelled
would casted role ready script,1,imdb_labelled
european movie nice throwback time student experience living abroad interacting nationality although circumstance slightly different,1,imdb_labelled
fan movie sucked really bad,0,imdb_labelled
even worse ticker,0,imdb_labelled
movie bad,0,imdb_labelled
like building used couple location maybe poor hummh,0,imdb_labelled
blew,0,imdb_labelled
movie excellentangel beautiful scamp adorablehis little yelp he scaredand funniest part whenscamp caught curtain angel scamp singing ive never feeling beforei totally recommend movieits coming special edition june cover scamp garbage angel underneath lid,1,imdb_labelled
cant explain movie romanticcharminghilariousand adorablethe junkyard scene funnyall junkyard dog something specialtoo funny laughedkids love itbuy come outit new feature,1,imdb_labelled
chosen tortured disgusting piece blatant american propaganda,0,imdb_labelled
show made american stupid full hatred clichãs admitted elsewhere,0,imdb_labelled
almost everyone involved must return school acting utterly predictable bad script pile garbage round,0,imdb_labelled
wish could enter negative value admins,0,imdb_labelled
set bad wouldnt look place thunderbird episode,0,imdb_labelled
use slowmotion needlessly repeat throughout movie well backed bad acting bad kind word continuity scene thrown reason whatsoever vehicle looked like made corn flake box directorial style bordered stupidity,0,imdb_labelled
oh yeah storyline pathetic,0,imdb_labelled
hate writing bad review film especially really like star film bad dont believe one second anyone could proud,0,imdb_labelled
filmmaker director would hide head sand id spent whatever amount money time movie,0,imdb_labelled
short monumental waste time energy would recommend anyone ever see film,0,imdb_labelled
came free dvd player bought still turned thing halfway embarrassed howell,0,imdb_labelled
setting,0,imdb_labelled
interesting premise billy drago always good dangerous nutbag side note id love see drago stephen mchattie lance hendrikson flick together talk raging cheekbone,1,imdb_labelled
soundtrack wasnt terrible either,1,imdb_labelled
actingeven professional drago debbie rochonwas terrible directing worse perhaps contributory former dialog chimplike camera work barely tolerable,0,imdb_labelled
still set got big oyvey scale,1,imdb_labelled
yes simplifying thing sake brevity really core problem film much going without real fulfilling explanation,0,imdb_labelled
good job quite amusing,1,imdb_labelled
convoluted plot didnt convince much film watched weird questioning glance,0,imdb_labelled
let girlfriend talk seeing bad idea hated,0,imdb_labelled
last minute movie also bad well,1,imdb_labelled
bela lugosi totally extraneous intoning odd line,0,imdb_labelled
acting decidely wooden though worse period universal b movie,0,imdb_labelled
like armand assante cable company summary sounded interesting watched twice already probably,1,imdb_labelled
believe screenwriter good job tying loose end,1,imdb_labelled
score mostly plot,1,imdb_labelled
wont say dont like spoiler dont want one believe film worth time,1,imdb_labelled
wow bad film,0,imdb_labelled
frightening least barely comprehensible,0,imdb_labelled
plot doesnt hang together acting absolutely appalling,0,imdb_labelled
even good camp value,0,imdb_labelled
wasnt expecting oscar material,0,imdb_labelled
youd iq particularly stupid mollusk see one coming,0,imdb_labelled
film use word loosely insult moviegoing public,0,imdb_labelled
someone involved knew string together narrative,0,imdb_labelled
get simply there nothing lower,0,imdb_labelled
one watched recently fox movie channel disappointed,0,imdb_labelled
know contract player little control script acting bad script,0,imdb_labelled
victor mclaglen even bad brian donlevy almost unrecognizable,0,imdb_labelled
considering relation screen taylor stanwyck surprising little chemistry screen two,0,imdb_labelled
premise film ridiculous president u,0,imdb_labelled
death row scene entirely unmoving,0,imdb_labelled
thing worse taylor acting stanwycks singing,0,imdb_labelled
whatever producer going missed entirely,0,imdb_labelled
deeply impressed character played,1,imdb_labelled
knew saw film great thing come gifted actor,1,imdb_labelled
cheap cheerless heist movie poor characterisation lot underbite style stoic emoting think chow yun fat better tomorrow cheesy clichãs thrown abandoned factory ready poorly executed flying judo roll la john woo,0,imdb_labelled
even squib look awful,0,imdb_labelled
point proceeding look remotely like america,0,imdb_labelled
plot derivative predictable ending like mercy killing,0,imdb_labelled
awful dialogue hopeless overacting everyone get shot top real waste space time,0,imdb_labelled
uneasy bad movie scared,0,imdb_labelled
dialogue composed thing make little sense,0,imdb_labelled
minute footage wasted show mediocre elderly actor awkwardly babbling overwrought pseudosatanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may made word,0,imdb_labelled
directing sloppy best,0,imdb_labelled
hackneyed writing certainly made even worse bad directing,0,imdb_labelled
course acting blah,0,imdb_labelled
acting whole cast could put scale balanced perfectly overacting underacting,0,imdb_labelled
finally get ending wouldve great handled competent people jerry falwell,0,imdb_labelled
loved movie great portrayal family share ups end knew special love,1,imdb_labelled
seen many movie starring jaclyn smith god one best though came year ago,1,imdb_labelled
movie contained allstar cast loved opened eye see actor havent seen,1,imdb_labelled
movie kind long length enjoyed every minute,1,imdb_labelled
overall rate movie scale,1,imdb_labelled
lifetime air enough anyone know store sell let know musthave,1,imdb_labelled
particularly remember sens assaulted strident cord music would blare little warning even le meaning,0,imdb_labelled
sort pap screened afternoon punish unemployed job,0,imdb_labelled
totally different load understatement black comedy film get see remember,1,imdb_labelled
movie creates universe fascinating every way,1,imdb_labelled
movie really got,1,imdb_labelled
see,1,imdb_labelled
really hope team behind movie make movie continue kinda weird style,1,imdb_labelled
forgot casting superb trond fausa aurvãg perfect role bothersome man doesnt understand,1,imdb_labelled
movie good humorous comment life,1,imdb_labelled
found move beautiful enjoyable uplifting,1,imdb_labelled
initially local site film filmed buffalo intrigued,1,imdb_labelled
later found lost power film,1,imdb_labelled
entire audience applauded conclusion film,1,imdb_labelled
left theater lilt step joy heart hope human race,1,imdb_labelled
duris wholesome appearance give fine performance,1,imdb_labelled
rest cast also play well,1,imdb_labelled
cinematography noteworthy including fine view barcelona famed gaudi tower,1,imdb_labelled
ten minute film started second thought,0,imdb_labelled
half way film started dislike,0,imdb_labelled
time film ended disliked despised,0,imdb_labelled
film lack convincing script,0,imdb_labelled
script look rough draft written shooting began finished script completed,0,imdb_labelled
thing happen character personality change plot twist occur real reason script call,0,imdb_labelled
cast good,1,imdb_labelled
worth checking,1,imdb_labelled
probably irritating show ever seen entire life,0,imdb_labelled
indescribably annoying idiotic show ever seen,0,imdb_labelled
everything bad,0,imdb_labelled
could understand kind idiot would produce mess first place mention several season,0,imdb_labelled
script bad bad â contains cheesiness unethical joke normally see rated r nc movie,0,imdb_labelled
casting also horrible cause see really really bad actor period,0,imdb_labelled
final word show real torture,0,imdb_labelled
zillion time away reality,0,imdb_labelled
watching washing machine twirling around wouldnt hurt eye much show,0,imdb_labelled
rating grade z note show bad even mother cast pull daughter show,0,imdb_labelled
th century fox road house quite silly noir implausible unmitigated bore movie,0,imdb_labelled
full unconvincing cardboard character blandly written edward chodorov also produced surprisingly directed jean negulesco one would expect great deal,0,imdb_labelled
widmark character turn unintentionally comical,0,imdb_labelled
losing marble early proceeding totally implausible unconvincing,0,imdb_labelled
isnt enough mess movie picture also marred constant use studio set indoor exterior,0,imdb_labelled
whatever prompted documentary beyond,0,imdb_labelled
serious spoiler movie huge disappointment,0,imdb_labelled
many problem dont know start,0,imdb_labelled
cast great,1,imdb_labelled
steve martin delivers really funny performance middleaged upper class uptight white guy,1,imdb_labelled
add betty white jean smart great cast everyone played part really well,1,imdb_labelled
movie make lot serious mistake,0,imdb_labelled
first enough racial stereotype racial joke offend everyone,0,imdb_labelled
