User_Feedback,Sentiment,FileName
management rude,0,yelp_labelled
delicious nyc bagel good selection cream cheese real lox caper even,1,yelp_labelled
great subway fact good come every subway meet expectation,1,yelp_labelled
seriously solid breakfast,1,yelp_labelled
one best bar food vega,1,yelp_labelled
extremely rude really many restaurant would love dine weekend vega,0,yelp_labelled
drink never empty made really great menu suggestion,1,yelp_labelled
dont,0,yelp_labelled
waiter wasnt helpful friendly rarely checked u,0,yelp_labelled
husband ate lunch disappointed food service,0,yelp_labelled
red curry much bamboo shoot wasnt tasty,0,yelp_labelled
nice blanket moz top feel like done cover subpar food,1,yelp_labelled
bathroom clean place well decorated,1,yelp_labelled
menu always changing food quality going service extremely slow,0,yelp_labelled
service little slow considering served people server food coming slow pace,0,yelp_labelled
give thumb,0,yelp_labelled
watched waiter pay lot attention table ignore u,0,yelp_labelled
fiancã came middle day greeted seated right away,1,yelp_labelled
great restaurant mandalay bay,1,yelp_labelled
waited forty five minute vain,0,yelp_labelled
crostini came salad stale,0,yelp_labelled
highlight great quality nigiri,1,yelp_labelled
staff friendly joint always clean,1,yelp_labelled
different cut piece day still wonderful tender well well flavored,1,yelp_labelled
ordered voodoo pasta first time id really excellent pasta since going gluten free several year ago,1,yelp_labelled
place good,1,yelp_labelled
unfortunately must hit bakery leftover day everything ordered stale,0,yelp_labelled
came back today since relocated still impressed,0,yelp_labelled
seated immediately,1,yelp_labelled
menu diverse reasonably priced,1,yelp_labelled
avoid cost,0,yelp_labelled
restaurant always full never wait,1,yelp_labelled
delicious,1,yelp_labelled
place handsdown one best place eat phoenix metro area,1,yelp_labelled
dont go looking good food,0,yelp_labelled
ive never treated bad,0,yelp_labelled
bacon hella salty,1,yelp_labelled
also ordered spinach avocado salad ingredient sad dressing literally zero taste,0,yelp_labelled
really vega fine dining used right menu handed lady price listed,1,yelp_labelled
waitress friendly,1,yelp_labelled
lordy khao soi dish missed curry lover,1,yelp_labelled
everything menu terrific also thrilled made amazing accommodation vegetarian daughter,1,yelp_labelled
perhaps caught night judging review im inspired go back,0,yelp_labelled
service leaf lot desired,0,yelp_labelled
atmosphere modern hip maintaining touch coziness,1,yelp_labelled
weekly haunt definitely place come back every,1,yelp_labelled
literally sat minute one asking take order,0,yelp_labelled
burger absolutely flavor meat totally bland burger overcooked charcoal flavor,0,yelp_labelled
also decided send back waitress looked like verge heart attack,0,yelp_labelled
dressed treated rudely,0,yelp_labelled
probably dirt,0,yelp_labelled
love place hit spot want something healthy lacking quantity flavor,1,yelp_labelled
ordered lemon raspberry ice cocktail also incredible,1,yelp_labelled
food sucked expected sucked could imagined,0,yelp_labelled
interesting decor,1,yelp_labelled
really like crepe station,1,yelp_labelled
also served hot bread butter home made potato chip bacon bit topvery original good,1,yelp_labelled
watch preparing delicious food,1,yelp_labelled
egg roll fantastic,1,yelp_labelled
order arrived one gyro missing,0,yelp_labelled
salad wing ice cream dessert left feeling quite satisfied,1,yelp_labelled
im really sure joeys voted best hot dog valley reader phoenix magazine,0,yelp_labelled
best place go tasty bowl pho,1,yelp_labelled
live music friday totally blow,0,yelp_labelled
ive never insulted felt disrespected,0,yelp_labelled
friendly staff,1,yelp_labelled
worth drive,1,yelp_labelled
heard good thing place exceeding every hope could dreamed,1,yelp_labelled
food great serivce,1,yelp_labelled
warm beer didnt help,0,yelp_labelled
great brunch spot,1,yelp_labelled
service friendly inviting,1,yelp_labelled
good lunch spot,1,yelp_labelled
ive lived since first last time ive stepped foot place,0,yelp_labelled
worst experience ever,0,yelp_labelled
must night place,0,yelp_labelled
side delish mixed mushroom yukon gold puree white corn beateous,1,yelp_labelled
bug never showed would given sure side wall bug climbing kitchen,0,yelp_labelled
minute waiting salad realized wasnt coming time soon,0,yelp_labelled
friend loved salmon tartar,1,yelp_labelled
wont go back,0,yelp_labelled
extremely tasty,1,yelp_labelled
waitress good though,1,yelp_labelled
soggy good,0,yelp_labelled
jamaican mojitos delicious,1,yelp_labelled
small worth price,0,yelp_labelled
food rich order accordingly,1,yelp_labelled
shower area outside rinse take full shower unless dont mind nude everyone see,0,yelp_labelled
service bit lacking,0,yelp_labelled
lobster bisque bussell sprout risotto filet needed salt pepperand course none table,0,yelp_labelled
hopefully bodes going business someone cook come,0,yelp_labelled
either cold enough flavor bad,0,yelp_labelled
loved bacon wrapped date,1,yelp_labelled
unbelievable bargain,1,yelp_labelled
folk otto always make u feel welcome special,1,yelp_labelled
main also uninspired,0,yelp_labelled
place first pho amazing,1,yelp_labelled
wonderful experience made place muststop whenever town,1,yelp_labelled
food isnt bad enough enjoy dealing world worstannoying drunk people,0,yelp_labelled
fun chef,1,yelp_labelled
ordered double cheeseburger got single patty falling apart picture uploaded yeah still suck,0,yelp_labelled
great place couple drink watch sporting event wall covered tv,1,yelp_labelled
possible give zero star theyd,0,yelp_labelled
description said yum yum sauce another said eel sauce yet another said spicy mayowell none roll sauce,0,yelp_labelled
id say would hardest decision honestly m dish taste supposed taste amazing,1,yelp_labelled
rolled eye may stayed sure go back try,0,yelp_labelled
everyone attentive providing excellent customer service,1,yelp_labelled
horrible dont waste time money,0,yelp_labelled
dish quite flavourful,1,yelp_labelled
time side restaurant almost empty excuse,0,yelp_labelled
wasnt busy either also building freezing cold,0,yelp_labelled
like reviewer said couldnt pay eat place,0,yelp_labelled
drink took close minute come one point,0,yelp_labelled
seriously flavorful delight folk,1,yelp_labelled
much better ayce sushi place went vega,1,yelp_labelled
lighting dark enough set mood,1,yelp_labelled
based subpar service received effort show gratitude business wont going back,0,yelp_labelled
owner really great people,1,yelp_labelled
nothing privileged workingeating,0,yelp_labelled
greek dressing creamy flavorful,1,yelp_labelled
overall dont think would take parent place made similar complaint silently felt,0,yelp_labelled
pizza good peanut sauce tasty,1,yelp_labelled
table service pretty fast,1,yelp_labelled
fantastic service,1,yelp_labelled
well wouldve given godfather zero star possible,0,yelp_labelled
know make,1,yelp_labelled
tough short flavor,0,yelp_labelled
hope place stick around,1,yelp_labelled
bar vega ever recall charged tap water,0,yelp_labelled
restaurant atmosphere exquisite,1,yelp_labelled
good service clean inexpensive boot,1,yelp_labelled
seafood fresh generous portion,1,yelp_labelled
plus buck,1,yelp_labelled
service par either,0,yelp_labelled
thus far visited twice food absolutely delicious time,1,yelp_labelled
good year ago,1,yelp_labelled
self proclaimed coffee cafe wildly disappointed,0,yelp_labelled
veggitarian platter world,1,yelp_labelled
cant go wrong food,1,yelp_labelled
cant beat,1,yelp_labelled
stopped place madison ironman friendly kind staff,1,yelp_labelled
chef friendly good job,1,yelp_labelled
ive better dedicated boba tea spot even jenni pho,0,yelp_labelled
liked patio service outstanding,1,yelp_labelled
goat taco didnt skimp meat wow flavor,1,yelp_labelled
think,0,yelp_labelled
mac salad pretty bland getting,0,yelp_labelled
went bachi burger friend recommendation disappointed,1,yelp_labelled
service stink,0,yelp_labelled
waited waited,0,yelp_labelled
place quality sushi quality restaurant,0,yelp_labelled
would definitely recommend wing well pizza,1,yelp_labelled
great pizza salad,1,yelp_labelled
thing went wrong burned saganaki,0,yelp_labelled
waited hour breakfast could done time better home,0,yelp_labelled
place amazing,1,yelp_labelled
hate disagree fellow yelpers husband disappointed place,0,yelp_labelled
waited hour never got either pizza many around u came later,0,yelp_labelled
dont know slow,0,yelp_labelled
staff great food delish incredible beer selection,1,yelp_labelled
live neighborhood disappointed wont back convenient location,0,yelp_labelled
didnt know pulled pork could soooo delicious,1,yelp_labelled
get incredibly fresh fish prepared care,1,yelp_labelled
go gave star rating please know third time eating bachi burger writing review,0,yelp_labelled
love fact everything menu worth,1,yelp_labelled
never dining place,0,yelp_labelled
food excellent service good,1,yelp_labelled
good beer drink selection good food selection,1,yelp_labelled
please stay away shrimp stir fried noodle,0,yelp_labelled
potato chip order sad could probably count many chip box probably around,0,yelp_labelled
food really boring,0,yelp_labelled
good servicecheck,1,yelp_labelled
greedy corporation never see another dime,0,yelp_labelled
never ever go back,0,yelp_labelled
much id like go back cant get passed atrocious service never return,0,yelp_labelled
summer dine charming outdoor patio delightful,1,yelp_labelled
expect good,1,yelp_labelled
fantastic food,1,yelp_labelled
ordered toasted english muffin came untoasted,0,yelp_labelled
food good,1,yelp_labelled
never going back,0,yelp_labelled
great food price high quality house made,1,yelp_labelled
bus boy hand rude,0,yelp_labelled
point friend basically figured place joke didnt mind making publicly loudly known,0,yelp_labelled
back good bbq lighter fare reasonable pricing tell public back old way,1,yelp_labelled
considering two u left full happy cant go wrong,1,yelp_labelled
bread made inhouse,1,yelp_labelled
downside service,0,yelp_labelled
also fry without doubt worst fry ive ever,0,yelp_labelled
service exceptional food good review,1,yelp_labelled
couple month later returned amazing meal,1,yelp_labelled
favorite place town shawarrrrrrma,1,yelp_labelled
black eyed pea sweet potato unreal,1,yelp_labelled
wont disappointed,1,yelp_labelled
could serve vinaigrette may make better overall dish still good,1,yelp_labelled
go far many place ive never seen restaurant serf egg breakfast especially,0,yelp_labelled
mom got home immediately got sick bite salad,0,yelp_labelled
server pleasant deal dont always honor pizza hut coupon,0,yelp_labelled
truly unbelievably good glad went back,1,yelp_labelled
fantastic service pleased atmosphere,1,yelp_labelled
everything gross,0,yelp_labelled
love place,1,yelp_labelled
great service food,1,yelp_labelled
first bathroom location dirty seat cover replenished plain yucky,0,yelp_labelled
burger got gold standard burger kind disappointed,0,yelp_labelled
omg food delicioso,1,yelp_labelled
nothing authentic place,0,yelp_labelled
spaghetti nothing special whatsoever,0,yelp_labelled
dish salmon best great,1,yelp_labelled
vegetable fresh sauce feel like authentic thai,1,yelp_labelled
worth driving tucson,1,yelp_labelled
selection probably worst ive seen vegasthere none,0,yelp_labelled
pretty good beer selection,1,yelp_labelled
place like chipotle better,1,yelp_labelled
classywarm atmosphere fun fresh appetizer succulent steak baseball steak,1,yelp_labelled
star brick oven bread app,1,yelp_labelled
eaten multiple time time food delicious,1,yelp_labelled
sat another ten minute finally gave left,0,yelp_labelled
terrible,0,yelp_labelled
everyone treated equally special,1,yelp_labelled
shouldnt take min pancake egg,0,yelp_labelled
delicious,1,yelp_labelled
good side staff genuinely pleasant enthusiastic real treat,1,yelp_labelled
sadly gordon ramseys steak place shall sharply avoid next trip vega,0,yelp_labelled
always evening wonderful food delicious,1,yelp_labelled
best fish ive ever life,1,yelp_labelled
bathroom next door nice,1,yelp_labelled
buffet small food offered bland,0,yelp_labelled
outstanding little restaurant best food ever tasted,1,yelp_labelled
pretty cool would say,1,yelp_labelled
definitely turn doubt ill back unless someone else buying,0,yelp_labelled
server great job handling large rowdy table,1,yelp_labelled
find wasting food despicable wasnt food,0,yelp_labelled
wife lobster bisque soup lukewarm,0,yelp_labelled
would come back sushi craving vega,1,yelp_labelled
staff great ambiance great,1,yelp_labelled
deserves star,1,yelp_labelled
left stomach ache felt sick rest day,0,yelp_labelled
dropped ball,0,yelp_labelled
dining space tiny elegantly decorated comfortable,1,yelp_labelled
customize order way youd like usual eggplant green bean stir fry love,1,yelp_labelled
bean rice mediocre best,0,yelp_labelled
best taco town far,1,yelp_labelled
took back money got outta,0,yelp_labelled
interesting part town place amazing,1,yelp_labelled
rude inconsiderate management,0,yelp_labelled
staff friendly wait time served horrible one even say hi first minute,0,yelp_labelled
wont back,0,yelp_labelled
great dinner,1,yelp_labelled
service outshining definitely recommend halibut,1,yelp_labelled
food terrible,0,yelp_labelled
never ever go back told many people happened,0,yelp_labelled
dont recommend unless car break front starving,0,yelp_labelled
come back every time im vega,1,yelp_labelled
place deserves one star food,0,yelp_labelled
disgrace,0,yelp_labelled
def coming back bowl next time,1,yelp_labelled
want healthy authentic ethic food try place,1,yelp_labelled
continue come lady night andddd date night highly recommend place anyone area,1,yelp_labelled
several time past experience always great,1,yelp_labelled
walked away stuffed happy first vega buffet experience,1,yelp_labelled
service excellent price pretty reasonable considering vega located inside crystal shopping mall aria,1,yelp_labelled
summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser,1,yelp_labelled
im probably one people ever go ians like,0,yelp_labelled
kid pizza always hit lot great side dish option kiddos,1,yelp_labelled
service perfect family atmosphere nice see,1,yelp_labelled
cooked perfection service impeccable,1,yelp_labelled
one simply disappointment,0,yelp_labelled
overall disappointed quality food bouchon,0,yelp_labelled
dont accountant know im getting screwed,0,yelp_labelled
great place eat reminds little mom pop shop san francisco bay area,1,yelp_labelled
today first taste buldogis gourmet hot dog tell ever thought possible,1,yelp_labelled
left frustrated,0,yelp_labelled
ill definitely soon,1,yelp_labelled
food really good got full petty fast,1,yelp_labelled
service fantastic,1,yelp_labelled
total waste time,0,yelp_labelled
dont know kind best iced tea,1,yelp_labelled
come hungry leave happy stuffed,1,yelp_labelled
service give star,0,yelp_labelled
assure wont disappointed,1,yelp_labelled
take little bad service food suck,0,yelp_labelled
gave trying eat crust teeth still sore,0,yelp_labelled
completely grossed,0,yelp_labelled
really enjoyed eating,1,yelp_labelled
first time going think quickly become regular,1,yelp_labelled
server nice even though looked little overwhelmed need stayed professional friendly end,1,yelp_labelled
dinner companion told meeverything fresh nice texture taste,1,yelp_labelled
ground right next table large smeared beensteppedinandtrackedeverywhere pile green bird poop,0,yelp_labelled
furthermore cant even find hour operation website,0,yelp_labelled
weve tried like place time think done,0,yelp_labelled
mistake,0,yelp_labelled
complaint,1,yelp_labelled
seriously good pizza im expertconnisseur topic,1,yelp_labelled
waiter jerk,0,yelp_labelled
strike want rushed,0,yelp_labelled
nicest restaurant owner ive ever come across,1,yelp_labelled
never come,0,yelp_labelled
loved biscuit,1,yelp_labelled
service quick friendly,1,yelp_labelled
ordered appetizer took minute pizza another minute,0,yelp_labelled
absolutley fantastic,1,yelp_labelled
huge awkward lb piece cow th gristle fat,0,yelp_labelled
definitely come back,1,yelp_labelled
like steiner dark feel like bar,1,yelp_labelled
wow spicy delicious,1,yelp_labelled
youre familiar check,1,yelp_labelled
ill take business dinner dollar elsewhere,0,yelp_labelled
id love go back,1,yelp_labelled
anyway f restaurant wonderful breakfastlunch,1,yelp_labelled
nothing special,0,yelp_labelled
day week different deal delicious,1,yelp_labelled
mention combination pear almond bacon big winner,1,yelp_labelled
back,0,yelp_labelled
sauce tasteless,0,yelp_labelled
food delicious spicy enough sure ask spicier prefer way,1,yelp_labelled
ribeye steak cooked perfectly great mesquite flavor,1,yelp_labelled
dont think well going back anytime soon,0,yelp_labelled
food gooodd,1,yelp_labelled
far sushi connoisseur definitely tell difference good food bad food certainly bad food,0,yelp_labelled
insulted,0,yelp_labelled
last time lunch bad,0,yelp_labelled
chicken wing contained driest chicken meat ever eaten,0,yelp_labelled
food good enjoyed every mouthful enjoyable relaxed venue couple small family group etc,1,yelp_labelled
nargile think great,1,yelp_labelled
best tater tot southwest,1,yelp_labelled
loved place,1,yelp_labelled
definitely worth paid,0,yelp_labelled
vanilla ice cream creamy smooth profiterole chou pastry fresh enough,1,yelp_labelled
im az time new spot,1,yelp_labelled
manager worst,0,yelp_labelled
inside really quite nice clean,1,yelp_labelled
food outstanding price reasonable,1,yelp_labelled
dont think ill running back carlys anytime soon food,0,yelp_labelled
due fact took minute acknowledged another minute get foodand kept forgetting thing,0,yelp_labelled
love margarita,1,yelp_labelled
first vega buffet disappoint,1,yelp_labelled
good though,1,yelp_labelled
one note ventilation could use upgrading,0,yelp_labelled
great pork sandwich,1,yelp_labelled
dont waste time,0,yelp_labelled
total letdown would much rather go camelback flower shop cartel coffee,0,yelp_labelled
third cheese friend burger cold,0,yelp_labelled
enjoy pizza brunch,1,yelp_labelled
steak well trimmed also perfectly cooked,1,yelp_labelled
group claimed would handled u beautifully,1,yelp_labelled
loved,1,yelp_labelled
asked bill leave without eating didnt bring either,0,yelp_labelled
place jewel la vega exactly ive hoping find nearly ten year living,1,yelp_labelled
seafood limited boiled shrimp crab leg crab leg definitely taste fresh,0,yelp_labelled
selection food best,0,yelp_labelled
delicious absolutely back,1,yelp_labelled
isnt small family restaurant fine dining establishment,1,yelp_labelled
toro tartare cavier extraordinary liked thinly sliced wagyu white truffle,1,yelp_labelled
dont think back long time,0,yelp_labelled
attached gas station rarely good sign,0,yelp_labelled
awesome,1,yelp_labelled
back many time soon,1,yelp_labelled
menu much good stuff could decide,1,yelp_labelled
worse humiliated worker right front mebunch horrible name calling,0,yelp_labelled
conclusion filling meal,1,yelp_labelled
daily special always hit group,1,yelp_labelled
tragedy struck,0,yelp_labelled
pancake also really good pretty large,1,yelp_labelled
first crawfish experience delicious,1,yelp_labelled
monster chicken fried steak egg time favorite,1,yelp_labelled
waitress sweet funny,1,yelp_labelled
also taste mom multigrain pumpkin pancake pecan butter amazing fluffy delicious,1,yelp_labelled
id rather eat airline food seriously,0,yelp_labelled
cant say enough good thing place,1,yelp_labelled
ambiance incredible,1,yelp_labelled
waitress manager friendly,1,yelp_labelled
would recommend place,0,yelp_labelled
overall wasnt impressed noca,0,yelp_labelled
gyro basically lettuce,0,yelp_labelled
terrible service,0,yelp_labelled
thoroughly disappointed,0,yelp_labelled
dont much pasta love homemade hand made pasta thin pizza,1,yelp_labelled
give try happy,1,yelp_labelled
far best cheesecurds ever,1,yelp_labelled
reasonably priced also,1,yelp_labelled
everything perfect night,1,yelp_labelled
food good typical bar food,1,yelp_labelled
drive get,0,yelp_labelled
first glance lovely bakery cafe nice ambiance clean friendly staff,1,yelp_labelled
anyway think go back,0,yelp_labelled
point finger item menu order wont disappointed,1,yelp_labelled
oh thing beauty restaurant,1,yelp_labelled
havent gone go,1,yelp_labelled
greasy unhealthy meal,0,yelp_labelled
first time might last,0,yelp_labelled
burger amazing,1,yelp_labelled
similarly delivery man say word apology food minute late,0,yelp_labelled
way expensive,0,yelp_labelled
sure order dessert even need pack togo tiramisu cannoli die,1,yelp_labelled
first time cant wait next,1,yelp_labelled
bartender also nice,1,yelp_labelled
everything good tasty,1,yelp_labelled
place two thumb upway,1,yelp_labelled
best place vega breakfast check sat sun,1,yelp_labelled
love authentic mexican food want whole bunch interesting yet delicious meat choose need try place,1,yelp_labelled
terrible management,0,yelp_labelled
excellent new restaurant experienced frenchman,1,yelp_labelled
zero star would give zero star,0,yelp_labelled
great steak great side great wine amazing dessert,1,yelp_labelled
worst martini ever,0,yelp_labelled
steak shrimp opinion best entree gc,1,yelp_labelled
opportunity today sample amazing pizza,1,yelp_labelled
waited thirty minute seated although vacant table folk waiting,0,yelp_labelled
yellowtail carpaccio melt mouth fresh,1,yelp_labelled
wont try going back even empty,0,yelp_labelled
im going eat potato found stranger hair,0,yelp_labelled
spicy enough perfect actually,1,yelp_labelled
last night second time dining happy decided go back,1,yelp_labelled
even hello right,0,yelp_labelled
dessert bit strange,0,yelp_labelled
boyfriend came first time recent trip vega could pleased quality food service,1,yelp_labelled
really recommend place go wrong donut place,1,yelp_labelled
nice ambiance,1,yelp_labelled
would recommend saving room,1,yelp_labelled
guess maybe went night disgraceful,0,yelp_labelled
however recent experience particular location good,0,yelp_labelled
know like restaurant something,0,yelp_labelled
avoid establishment,0,yelp_labelled
think restaurant suffers trying hard enough,0,yelp_labelled
tapa dish delicious,1,yelp_labelled
heart place,1,yelp_labelled
salad bland vinegrette baby green heart palm,0,yelp_labelled
two felt disgusting,0,yelp_labelled
good time,1,yelp_labelled
believe place great stop huge belly hankering sushi,1,yelp_labelled
generous portion great taste,1,yelp_labelled
never go back place never ever recommended place anyone,0,yelp_labelled
server went back forth several time even much helped,0,yelp_labelled
food delicious,1,yelp_labelled
hour seriously,0,yelp_labelled
consider theft,0,yelp_labelled
eew location need complete overhaul,0,yelp_labelled
recently witnessed poor quality management towards guest well,0,yelp_labelled
waited waited waited,0,yelp_labelled
also came back check u regularly excellent service,1,yelp_labelled
server super nice checked u many time,1,yelp_labelled
pizza tasted old super chewy good way,0,yelp_labelled
swung give try deeply disappointed,0,yelp_labelled
service good company better,1,yelp_labelled
staff also friendly efficient,1,yelp_labelled
service im fan quick youre served nice folk,1,yelp_labelled
boy sucker dry,0,yelp_labelled
rated,0,yelp_labelled
look authentic thai food go else,0,yelp_labelled
steak recommended,1,yelp_labelled
pulled car waited another minute acknowledged,0,yelp_labelled
great food great service clean friendly setting,1,yelp_labelled
assure ill back,1,yelp_labelled
hate thing much cheap quality black olive,0,yelp_labelled
breakfast perpared great beautiful presentation giant slice toast lightly dusted powdered sugar,1,yelp_labelled
kid play area nasty,0,yelp_labelled
great place fo take eat,1,yelp_labelled
waitress friendly happy accomodate veganveggie option,1,yelp_labelled
omg felt like never eaten thai food dish,1,yelp_labelled
extremely crumby pretty tasteless,0,yelp_labelled
pale color instead nice char flavor,0,yelp_labelled
crouton also taste homemade extra plus,1,yelp_labelled
got home see driest damn wing ever,0,yelp_labelled
itll regular stop trip phoenix,1,yelp_labelled
really enjoyed crema cafã expanded even told friend best breakfast,1,yelp_labelled
good money,0,yelp_labelled
miss wish one philadelphia,1,yelp_labelled
got sitting fairly fast ended waiting minute place order another minute food arrived,0,yelp_labelled
also best cheese crisp town,1,yelp_labelled
good value great food great service,1,yelp_labelled
couldnt ask satisfying meal,1,yelp_labelled
food good,1,yelp_labelled
awesome,1,yelp_labelled
wanted leave,0,yelp_labelled
made drive way north scottsdale one bit disappointed,1,yelp_labelled
eating,0,yelp_labelled
owner really really need quit soooooo cheap let wrap freaking sandwich two paper one,0,yelp_labelled
checked place couple year ago impressed,0,yelp_labelled
chicken got definitely reheated ok wedge cold soggy,0,yelp_labelled
sorry getting food anytime soon,0,yelp_labelled
absolute must visit,1,yelp_labelled
cow tongue cheek taco amazing,1,yelp_labelled
friend like bloody mary,0,yelp_labelled
despite hard rate business actually rare give star,0,yelp_labelled
really want make experience good one,1,yelp_labelled
return,0,yelp_labelled
chicken pho tasted bland,0,yelp_labelled
disappointing,0,yelp_labelled
grilled chicken tender yellow saffron seasoning,1,yelp_labelled
